sys_id,schedule,manager,phone,user_name,name,location,department,title,email,start_date,tenure,tenure_years,decline_rate_x,decline_rate_y,decline_rate
02826bf03710200044e0bfc8bcbe5d6d,,Logan Muhl,,sean.bonnet,Sean Bonnet,"8306 Mills Drive, Miami,FL",Customer Support,,sean.bonnet@example.com,2017-09-15 00:12:00,5.1854893908282,3.5345653661875427,0.25,0.1,0.1
06826bf03710200044e0bfc8bcbe5d66,,,,geri.forness,Geri Forness,"3 Whitehall Court, London",Customer Support,,geri.forness@example.com,2019-04-17 04:30:00,2.64476386036961,6.047912388774812,0.26666666666666666,0.3333333333333333,0.3333333333333333
06826bf03710200044e0bfc8bcbe5d6f,,,,nelly.jakuboski,Nelly Jakuboski,"8306 Mills Drive, Miami,FL",Customer Support,,nelly.jakuboski@example.com,2020-09-30 20:43:00,0.4791238877481177,6.620123203285421,0.16666666666666666,0.14285714285714285,0.14285714285714285
0a826bf03710200044e0bfc8bcbe5d68,,,,carmel.overfelt,Carmel Overfelt,"3 Whitehall Court, London",Customer Support,,carmel.overfelt@example.com,2019-04-23 16:50:00,4.369609856262834,5.434633812457221,0.058823529411764705,0.2777777777777778,0.2777777777777778
0a826bf03710200044e0bfc8bcbe5d71,,,,mabel.weeden,Mabel Weeden,"815 E Street, San Diego,CA",Customer Support,,mabel.weeden@example.com,2019-03-09 23:42:00,3.868583162217659,8.459958932238193,0.15,0.16666666666666666,0.16666666666666666
0e826bf03710200044e0bfc8bcbe5d5b,,,,rachel.larrison,Rachel Larrison,"3 Whitehall Court, London",Customer Support,,rachel.larrison@example.com,2020-08-07 07:07:00,1.4921286789869952,6.7323750855578375,0.15384615384615385,0.0,0.0
0e826bf03710200044e0bfc8bcbe5d6a,,,,valerie.pou,Valerie Pou,"8306 Mills Drive, Miami,FL",Customer Support,,valerie.pou@example.com,2020-11-29 18:20:00,1.8234086242299794,6.080766598220397,0.4666666666666667,0.21052631578947367,0.21052631578947367
0e826bf03710200044e0bfc8bcbe5d7c,,,,ramon.amaral,Ramon Amaral,"946 Donax Avenue, Imperial Beach,CA",Development,,ramon.amaral@example.com,2022-11-29 11:29:00,0.3887748117727584,8.626967830253252,0.2,0.22727272727272727,0.22727272727272727
0e826bf03710200044e0bfc8bcbe5d85,,,,cyril.behen,Cyril Behen,"13308 Midland Road, Poway,CA",Development,,cyril.behen@example.com,2019-06-28 21:01:00,1.7221081451060918,6.674880219028063,0.15,0.23529411764705882,0.23529411764705882
1a826bf03710200044e0bfc8bcbe5dac,,,,vernon.engelman,Vernon Engelman,"2500 West Daming Road, Shanghai",IT,,vernon.engelman@example.com,2019-04-11 00:09:00,2.485968514715948,5.90280629705681,0.15789473684210525,0.3181818181818182,0.3181818181818182
31826bf03710200044e0bfc8bcbe5d24,,,,misty.ericksen,Misty Ericksen,"Karmelitska 2, Lesser Town, Prague",Customer Support,,misty.ericksen@example.com,2019-06-20 19:44:00,4.20807665982204,8.580424366872005,0.3157894736842105,0.3888888888888889,0.3888888888888889
